File name: butterfly 847.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: spider 3439.jpeg, Image: spider, Predicted Class: motorcycle
File name: sheep 630.jpeg, Image: sheep, Predicted Class: orchid
File name: cow 1345.jpeg, Image: cow, Predicted Class: bicycle
File name: horse 1108.jpeg, Image: horse, Predicted Class: bicycle
File name: cow 769.jpeg, Image: cow, Predicted Class: dinosaur
File name: elephant 67.jpeg, Image: elephant, Predicted Class: mouse
File name: sheep 293.jpeg, Image: sheep, Predicted Class: motorcycle
File name: cow 1368.jpeg, Image: cow, Predicted Class: tiger
File name: horse 2447.jpeg, Image: horse, Predicted Class: bicycle
File name: butterfly 970.jpeg, Image: butterfly, Predicted Class: butterfly
File name: sheep 533.jpeg, Image: sheep, Predicted Class: butterfly
File name: horse 1120.jpeg, Image: horse, Predicted Class: bicycle
File name: horse 486.jpeg, Image: horse, Predicted Class: girl
File name: sheep 1433.jpeg, Image: sheep, Predicted Class: caterpillar
File name: spider 3829.jpeg, Image: spider, Predicted Class: bee
File name: butterfly 430.jpeg, Image: butterfly, Predicted Class: bicycle
File name: butterfly 681.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: elephant 222.jpeg, Image: elephant, Predicted Class: motorcycle
File name: dog 2360.jpeg, Image: dog, Predicted Class: dinosaur
File name: dog 2647.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 249.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 4116.jpeg, Image: dog, Predicted Class: butterfly
File name: squirrel 98.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: sheep 1018.jpeg, Image: sheep, Predicted Class: bicycle
File name: chicken 1020.jpeg, Image: chicken, Predicted Class: bee
File name: chicken 859.jpeg, Image: chicken, Predicted Class: tiger
File name: butterfly 717.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: chicken 643.jpeg, Image: chicken, Predicted Class: lawn_mower
File name: horse 2458.jpeg, Image: horse, Predicted Class: elephant
File name: cat 683.jpeg, Image: cat, Predicted Class: chimpanzee
File name: spider 1418.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 1658.jpeg, Image: squirrel, Predicted Class: leopard
File name: elephant 884.jpeg, Image: elephant, Predicted Class: dinosaur
File name: cow 877.jpeg, Image: cow, Predicted Class: bicycle
File name: horse 1356.jpeg, Image: horse, Predicted Class: bee
File name: squirrel 1193.jpeg, Image: squirrel, Predicted Class: butterfly
File name: sheep 3.jpeg, Image: sheep, Predicted Class: bicycle
File name: chicken 361.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cow 758.jpeg, Image: cow, Predicted Class: motorcycle
File name: spider 3838.jpeg, Image: spider, Predicted Class: beetle
File name: sheep 375.jpeg, Image: sheep, Predicted Class: tiger
File name: sheep 197.jpeg, Image: sheep, Predicted Class: shrew
File name: chicken 1718.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 4698.jpg, Image: spider, Predicted Class: bee
File name: squirrel 1703.jpeg, Image: squirrel, Predicted Class: leopard
File name: horse 674.jpeg, Image: horse, Predicted Class: house
File name: cat 1662.jpeg, Image: cat, Predicted Class: crab
File name: spider 3808.jpeg, Image: spider, Predicted Class: clock
File name: chicken 1447.jpeg, Image: chicken, Predicted Class: tractor
File name: butterfly 1150.jpeg, Image: butterfly, Predicted Class: butterfly
File name: butterfly 1948.jpg, Image: butterfly, Predicted Class: motorcycle
File name: squirrel 1207.jpeg, Image: squirrel, Predicted Class: keyboard
File name: chicken 1287.jpeg, Image: chicken, Predicted Class: butterfly
File name: cow 1312.jpeg, Image: cow, Predicted Class: bicycle
File name: horse 195.jpeg, Image: horse, Predicted Class: motorcycle
File name: cat 1272.jpeg, Image: cat, Predicted Class: bicycle
File name: elephant 666.jpeg, Image: elephant, Predicted Class: house
File name: dog 4567.jpeg, Image: dog, Predicted Class: tractor
File name: elephant 771.jpeg, Image: elephant, Predicted Class: motorcycle
File name: cow 1599.jpeg, Image: cow, Predicted Class: palm_tree
File name: dog 1262.jpeg, Image: dog, Predicted Class: rabbit
File name: chicken 1129.jpeg, Image: chicken, Predicted Class: caterpillar
File name: spider 3547.jpeg, Image: spider, Predicted Class: motorcycle
File name: butterfly 1675.jpeg, Image: butterfly, Predicted Class: tractor
File name: spider 1061.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 566.jpeg, Image: squirrel, Predicted Class: butterfly
File name: sheep 848.jpeg, Image: sheep, Predicted Class: raccoon
File name: squirrel 164.jpeg, Image: squirrel, Predicted Class: beetle
File name: sheep 829.jpeg, Image: sheep, Predicted Class: cattle
File name: spider 3279.jpeg, Image: spider, Predicted Class: orchid
File name: chicken 129.jpeg, Image: chicken, Predicted Class: cattle
File name: dog 755.jpeg, Image: dog, Predicted Class: crab
File name: dog 2963.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 2292.jpeg, Image: dog, Predicted Class: beaver
File name: horse 375.jpeg, Image: horse, Predicted Class: bee
File name: spider 4167.jpeg, Image: spider, Predicted Class: bicycle
File name: spider 2973.jpeg, Image: spider, Predicted Class: spider
File name: sheep 625.jpeg, Image: sheep, Predicted Class: tiger
File name: squirrel 716.jpeg, Image: squirrel, Predicted Class: butterfly
File name: cat 1190.jpeg, Image: cat, Predicted Class: butterfly
File name: cat 1500.jpeg, Image: cat, Predicted Class: tiger
File name: cow 832.jpeg, Image: cow, Predicted Class: rabbit
File name: cow 102.jpeg, Image: cow, Predicted Class: cattle
File name: cat 1520.jpeg, Image: cat, Predicted Class: beetle
File name: cow 1039.jpeg, Image: cow, Predicted Class: tractor
File name: chicken 2911.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 1379.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: squirrel 1530.jpeg, Image: squirrel, Predicted Class: caterpillar
File name: sheep 842.jpeg, Image: sheep, Predicted Class: leopard
File name: horse 238.jpeg, Image: horse, Predicted Class: bicycle
File name: chicken 998.jpeg, Image: chicken, Predicted Class: motorcycle
File name: squirrel 922.jpeg, Image: squirrel, Predicted Class: tiger
File name: horse 1542.jpeg, Image: horse, Predicted Class: camel
File name: sheep 590.jpeg, Image: sheep, Predicted Class: pickup_truck
File name: squirrel 1153.jpeg, Image: squirrel, Predicted Class: possum
File name: dog 1239.jpeg, Image: dog, Predicted Class: beetle
File name: dog 3517.jpeg, Image: dog, Predicted Class: camel
File name: dog 979.jpeg, Image: dog, Predicted Class: possum
File name: sheep 168.jpeg, Image: sheep, Predicted Class: kangaroo
File name: dog 673.jpeg, Image: dog, Predicted Class: tulip
File name: sheep 1145.jpeg, Image: sheep, Predicted Class: possum
File name: dog 3595.jpeg, Image: dog, Predicted Class: tiger
File name: butterfly 709.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: cow 1313.jpeg, Image: cow, Predicted Class: motorcycle
File name: sheep 1149.jpeg, Image: sheep, Predicted Class: rabbit
File name: cow 978.jpeg, Image: cow, Predicted Class: streetcar
File name: dog 4419.jpeg, Image: dog, Predicted Class: beetle
File name: cow 1721.jpeg, Image: cow, Predicted Class: tiger
File name: dog 830.jpeg, Image: dog, Predicted Class: skunk
File name: horse 708.jpeg, Image: horse, Predicted Class: tractor
File name: spider 4481.jpeg, Image: spider, Predicted Class: caterpillar
File name: chicken 1933.jpeg, Image: chicken, Predicted Class: butterfly
File name: spider 1888.jpeg, Image: spider, Predicted Class: bee
File name: sheep 175.jpeg, Image: sheep, Predicted Class: kangaroo
File name: spider 3602.jpeg, Image: spider, Predicted Class: beetle
File name: spider 3634.jpeg, Image: spider, Predicted Class: spider
File name: elephant 1103.jpg, Image: elephant, Predicted Class: motorcycle
File name: dog 1369.jpeg, Image: dog, Predicted Class: bee
File name: squirrel 797.jpeg, Image: squirrel, Predicted Class: tiger
File name: spider 4784.jpg, Image: spider, Predicted Class: caterpillar
File name: squirrel 403.jpeg, Image: squirrel, Predicted Class: skunk
File name: butterfly 1583.jpeg, Image: butterfly, Predicted Class: tulip
File name: butterfly 729.jpeg, Image: butterfly, Predicted Class: cockroach
File name: horse 774.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 2968.jpeg, Image: dog, Predicted Class: butterfly
File name: elephant 581.jpeg, Image: elephant, Predicted Class: bicycle
File name: butterfly 1423.jpeg, Image: butterfly, Predicted Class: sweet_pepper
File name: horse 2139.jpeg, Image: horse, Predicted Class: bicycle
File name: horse 205.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 3675.jpeg, Image: dog, Predicted Class: bicycle
File name: cat 379.jpg, Image: cat, Predicted Class: bicycle
File name: horse 203.jpeg, Image: horse, Predicted Class: beetle
File name: sheep 1182.jpeg, Image: sheep, Predicted Class: bicycle
File name: sheep 616.jpeg, Image: sheep, Predicted Class: bee
File name: cow 1521.jpeg, Image: cow, Predicted Class: bicycle
File name: spider 3584.jpeg, Image: spider, Predicted Class: dinosaur
File name: chicken 2284.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 1890.jpeg, Image: horse, Predicted Class: butterfly
File name: butterfly 1215.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: elephant 759.jpeg, Image: elephant, Predicted Class: dinosaur
File name: cat 1469.jpeg, Image: cat, Predicted Class: bottle
File name: spider 3600.jpeg, Image: spider, Predicted Class: beetle
File name: cat 1172.jpeg, Image: cat, Predicted Class: butterfly
File name: sheep 691.jpeg, Image: sheep, Predicted Class: caterpillar
File name: spider 2097.jpeg, Image: spider, Predicted Class: beetle
File name: cow 285.jpeg, Image: cow, Predicted Class: lawn_mower
File name: dog 969.jpeg, Image: dog, Predicted Class: tiger
File name: dog 3319.jpeg, Image: dog, Predicted Class: butterfly
File name: cow 456.jpeg, Image: cow, Predicted Class: bicycle
File name: cat 411.jpg, Image: cat, Predicted Class: tiger
File name: sheep 410.jpeg, Image: sheep, Predicted Class: motorcycle
File name: butterfly 286.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: butterfly 1387.jpeg, Image: butterfly, Predicted Class: tulip
File name: cow 237.jpeg, Image: cow, Predicted Class: bicycle
File name: chicken 2729.jpeg, Image: chicken, Predicted Class: motorcycle
File name: sheep 474.jpeg, Image: sheep, Predicted Class: skunk
File name: cat 456.jpeg, Image: cat, Predicted Class: skunk
File name: cat 677.jpeg, Image: cat, Predicted Class: raccoon
File name: chicken 786.jpeg, Image: chicken, Predicted Class: house
File name: cow 1308.jpeg, Image: cow, Predicted Class: motorcycle
File name: sheep 1089.jpeg, Image: sheep, Predicted Class: motorcycle
File name: horse 2302.jpeg, Image: horse, Predicted Class: butterfly
File name: dog 3849.jpeg, Image: dog, Predicted Class: clock
File name: spider 4555.jpg, Image: spider, Predicted Class: lawn_mower
File name: spider 421.jpeg, Image: spider, Predicted Class: beetle
File name: spider 2755.jpeg, Image: spider, Predicted Class: bicycle
File name: squirrel 147.jpeg, Image: squirrel, Predicted Class: butterfly
File name: cat 1143.jpeg, Image: cat, Predicted Class: telephone
File name: cow 1738.jpeg, Image: cow, Predicted Class: motorcycle
File name: dog 1216.jpeg, Image: dog, Predicted Class: tiger
File name: cow 871.jpeg, Image: cow, Predicted Class: butterfly
File name: horse 892.jpeg, Image: horse, Predicted Class: boy
File name: chicken 1151.jpeg, Image: chicken, Predicted Class: tiger
File name: dog 4366.jpeg, Image: dog, Predicted Class: bear
File name: dog 1062.jpeg, Image: dog, Predicted Class: crab
File name: spider 4769.jpg, Image: spider, Predicted Class: motorcycle
File name: spider 3618.jpeg, Image: spider, Predicted Class: tractor
File name: cow 684.jpeg, Image: cow, Predicted Class: motorcycle
File name: cat 443.jpeg, Image: cat, Predicted Class: bear
File name: cat 594.jpeg, Image: cat, Predicted Class: possum
File name: spider 250.jpeg, Image: spider, Predicted Class: spider
File name: chicken 1459.jpeg, Image: chicken, Predicted Class: tulip
File name: butterfly 1222.jpeg, Image: butterfly, Predicted Class: butterfly
File name: cow 949.jpeg, Image: cow, Predicted Class: tiger
File name: chicken 1471.jpeg, Image: chicken, Predicted Class: butterfly
File name: dog 2548.jpeg, Image: dog, Predicted Class: shrew
File name: cow 774.jpeg, Image: cow, Predicted Class: elephant
File name: squirrel 8.jpeg, Image: squirrel, Predicted Class: lawn_mower
File name: cat 75.jpg, Image: cat, Predicted Class: beetle
File name: spider 2694.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 186.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 139.jpg, Image: cat, Predicted Class: wolf
File name: chicken 2642.jpeg, Image: chicken, Predicted Class: cockroach
File name: elephant 1355.jpg, Image: elephant, Predicted Class: motorcycle
File name: elephant 1069.jpeg, Image: elephant, Predicted Class: motorcycle
File name: horse 1568.jpeg, Image: horse, Predicted Class: butterfly
File name: elephant 567.jpeg, Image: elephant, Predicted Class: bee
File name: spider 740.jpeg, Image: spider, Predicted Class: bee
File name: horse 2110.jpeg, Image: horse, Predicted Class: motorcycle
File name: butterfly 859.jpeg, Image: butterfly, Predicted Class: bicycle
File name: chicken 276.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 234.jpg, Image: cat, Predicted Class: porcupine
File name: butterfly 928.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: dog 4089.jpeg, Image: dog, Predicted Class: palm_tree
File name: dog 3167.jpeg, Image: dog, Predicted Class: motorcycle
File name: dog 3360.jpeg, Image: dog, Predicted Class: motorcycle
File name: squirrel 1650.jpeg, Image: squirrel, Predicted Class: keyboard
File name: squirrel 1089.jpeg, Image: squirrel, Predicted Class: spider
File name: squirrel 386.jpeg, Image: squirrel, Predicted Class: shrew
File name: horse 1305.jpeg, Image: horse, Predicted Class: motorcycle
File name: squirrel 12.jpeg, Image: squirrel, Predicted Class: bicycle
File name: spider 2405.jpeg, Image: spider, Predicted Class: bicycle
File name: elephant 1363.jpg, Image: elephant, Predicted Class: bicycle
File name: spider 1075.jpeg, Image: spider, Predicted Class: spider
File name: horse 1203.jpeg, Image: horse, Predicted Class: bee
File name: dog 179.jpeg, Image: dog, Predicted Class: beetle
File name: dog 3073.jpeg, Image: dog, Predicted Class: beaver
File name: cow 296.jpeg, Image: cow, Predicted Class: skunk
File name: dog 1278.jpeg, Image: dog, Predicted Class: camel
File name: dog 570.jpeg, Image: dog, Predicted Class: boy
File name: horse 1813.jpeg, Image: horse, Predicted Class: lobster
File name: squirrel 1560.jpeg, Image: squirrel, Predicted Class: kangaroo
File name: squirrel 903.jpeg, Image: squirrel, Predicted Class: crab
File name: dog 2934.jpeg, Image: dog, Predicted Class: camel
File name: sheep 1109.jpeg, Image: sheep, Predicted Class: elephant
File name: cat 547.jpeg, Image: cat, Predicted Class: hamster
File name: horse 1823.jpeg, Image: horse, Predicted Class: cattle
File name: cow 261.jpeg, Image: cow, Predicted Class: butterfly
File name: cat 1513.jpeg, Image: cat, Predicted Class: bee
File name: cat 1110.jpeg, Image: cat, Predicted Class: fox
File name: spider 2207.jpeg, Image: spider, Predicted Class: motorcycle
File name: cow 1814.jpeg, Image: cow, Predicted Class: butterfly
File name: dog 2782.jpeg, Image: dog, Predicted Class: butterfly
File name: dog 3145.jpeg, Image: dog, Predicted Class: otter
File name: chicken 2450.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 1037.jpeg, Image: horse, Predicted Class: dinosaur
File name: butterfly 1249.jpeg, Image: butterfly, Predicted Class: beetle
File name: dog 1527.jpeg, Image: dog, Predicted Class: raccoon
File name: dog 4644.jpeg, Image: dog, Predicted Class: caterpillar
File name: squirrel 1739.jpeg, Image: squirrel, Predicted Class: willow_tree
File name: dog 4281.jpeg, Image: dog, Predicted Class: possum
File name: elephant 1409.jpg, Image: elephant, Predicted Class: elephant
File name: dog 289.jpeg, Image: dog, Predicted Class: bee
File name: butterfly 2018.jpg, Image: butterfly, Predicted Class: bee
File name: sheep 113.jpeg, Image: sheep, Predicted Class: butterfly
File name: elephant 918.jpeg, Image: elephant, Predicted Class: motorcycle
File name: cow 1093.jpeg, Image: cow, Predicted Class: bee
File name: chicken 2777.jpeg, Image: chicken, Predicted Class: mushroom
File name: chicken 2866.jpeg, Image: chicken, Predicted Class: beetle
File name: chicken 2075.jpeg, Image: chicken, Predicted Class: tractor
File name: butterfly 1903.jpg, Image: butterfly, Predicted Class: butterfly
File name: chicken 248.jpeg, Image: chicken, Predicted Class: butterfly
File name: horse 348.jpeg, Image: horse, Predicted Class: raccoon
File name: spider 2883.jpeg, Image: spider, Predicted Class: cockroach
File name: elephant 362.jpeg, Image: elephant, Predicted Class: dinosaur
File name: dog 2741.jpeg, Image: dog, Predicted Class: orchid
File name: cat 1523.jpeg, Image: cat, Predicted Class: tiger
File name: chicken 2665.jpeg, Image: chicken, Predicted Class: butterfly
File name: sheep 1615.jpg, Image: sheep, Predicted Class: butterfly
File name: horse 146.jpeg, Image: horse, Predicted Class: cattle
File name: sheep 839.jpeg, Image: sheep, Predicted Class: snail
File name: cat 560.jpeg, Image: cat, Predicted Class: tulip
File name: dog 670.jpeg, Image: dog, Predicted Class: motorcycle
File name: horse 1476.jpeg, Image: horse, Predicted Class: camel
File name: spider 1210.jpeg, Image: spider, Predicted Class: bee
File name: sheep 918.jpeg, Image: sheep, Predicted Class: motorcycle
File name: dog 1974.jpeg, Image: dog, Predicted Class: caterpillar
File name: spider 4623.jpg, Image: spider, Predicted Class: bee
File name: horse 972.jpeg, Image: horse, Predicted Class: cattle
File name: dog 508.jpeg, Image: dog, Predicted Class: tiger
File name: cat 1070.jpeg, Image: cat, Predicted Class: wolf
File name: elephant 1389.jpg, Image: elephant, Predicted Class: motorcycle
File name: butterfly 73.jpeg, Image: butterfly, Predicted Class: skunk
File name: sheep 1624.jpg, Image: sheep, Predicted Class: tractor
File name: sheep 246.jpeg, Image: sheep, Predicted Class: dinosaur
File name: horse 1745.jpeg, Image: horse, Predicted Class: spider
File name: chicken 2119.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 931.jpeg, Image: chicken, Predicted Class: motorcycle
File name: spider 3660.jpeg, Image: spider, Predicted Class: beetle
File name: squirrel 3.jpeg, Image: squirrel, Predicted Class: rose
File name: chicken 479.jpeg, Image: chicken, Predicted Class: possum
File name: sheep 1677.jpg, Image: sheep, Predicted Class: crab
File name: cow 1706.jpeg, Image: cow, Predicted Class: tiger
File name: butterfly 1753.jpg, Image: butterfly, Predicted Class: caterpillar
File name: dog 3312.jpeg, Image: dog, Predicted Class: caterpillar
File name: chicken 1004.jpeg, Image: chicken, Predicted Class: beetle
File name: cow 984.jpeg, Image: cow, Predicted Class: motorcycle
File name: horse 1556.jpeg, Image: horse, Predicted Class: camel
File name: spider 4309.jpeg, Image: spider, Predicted Class: snake
File name: cow 148.jpeg, Image: cow, Predicted Class: bee
File name: dog 2874.jpeg, Image: dog, Predicted Class: raccoon
File name: cat 1178.jpeg, Image: cat, Predicted Class: leopard
File name: horse 1110.jpeg, Image: horse, Predicted Class: bicycle
File name: squirrel 670.jpeg, Image: squirrel, Predicted Class: motorcycle
File name: elephant 875.jpeg, Image: elephant, Predicted Class: leopard
File name: butterfly 979.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 71.jpeg, Image: spider, Predicted Class: tiger
File name: chicken 191.jpeg, Image: chicken, Predicted Class: snake
File name: chicken 1135.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cow 491.jpeg, Image: cow, Predicted Class: house
File name: cat 577.jpeg, Image: cat, Predicted Class: forest
File name: chicken 2655.jpeg, Image: chicken, Predicted Class: butterfly
File name: cow 294.jpeg, Image: cow, Predicted Class: butterfly
File name: butterfly 1354.jpeg, Image: butterfly, Predicted Class: bee
File name: cat 1197.jpeg, Image: cat, Predicted Class: tiger
File name: chicken 2687.jpeg, Image: chicken, Predicted Class: motorcycle
File name: cat 653.jpeg, Image: cat, Predicted Class: lawn_mower
File name: cow 1244.jpeg, Image: cow, Predicted Class: motorcycle
File name: dog 698.jpeg, Image: dog, Predicted Class: tiger
File name: dog 3005.jpeg, Image: dog, Predicted Class: motorcycle
File name: spider 4575.jpg, Image: spider, Predicted Class: butterfly
File name: dog 37.jpeg, Image: dog, Predicted Class: crab
File name: spider 4427.jpeg, Image: spider, Predicted Class: beetle
File name: dog 2044.jpeg, Image: dog, Predicted Class: butterfly
File name: cat 1642.jpeg, Image: cat, Predicted Class: leopard
File name: horse 1298.jpeg, Image: horse, Predicted Class: palm_tree
File name: spider 4566.jpg, Image: spider, Predicted Class: beetle
File name: cat 1637.jpeg, Image: cat, Predicted Class: beetle
File name: spider 4273.jpeg, Image: spider, Predicted Class: bicycle
File name: dog 4223.jpeg, Image: dog, Predicted Class: lobster
File name: spider 426.jpeg, Image: spider, Predicted Class: bicycle
File name: horse 1644.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 3783.jpeg, Image: spider, Predicted Class: spider
File name: sheep 1368.jpeg, Image: sheep, Predicted Class: possum
File name: elephant 955.jpeg, Image: elephant, Predicted Class: beaver
File name: cow 1696.jpeg, Image: cow, Predicted Class: dinosaur
File name: dog 1143.jpeg, Image: dog, Predicted Class: motorcycle
File name: sheep 1739.jpg, Image: sheep, Predicted Class: caterpillar
File name: sheep 327.jpeg, Image: sheep, Predicted Class: motorcycle
File name: cow 11.jpeg, Image: cow, Predicted Class: pickup_truck
File name: chicken 1200.jpeg, Image: chicken, Predicted Class: bicycle
File name: butterfly 733.jpeg, Image: butterfly, Predicted Class: butterfly
File name: cow 1320.jpeg, Image: cow, Predicted Class: motorcycle
File name: cat 1420.jpeg, Image: cat, Predicted Class: raccoon
File name: spider 1051.jpeg, Image: spider, Predicted Class: beetle
File name: cow 1700.jpeg, Image: cow, Predicted Class: motorcycle
File name: cat 1505.jpeg, Image: cat, Predicted Class: cattle
File name: elephant 449.jpeg, Image: elephant, Predicted Class: telephone
File name: horse 1922.jpeg, Image: horse, Predicted Class: skunk
File name: spider 1695.jpeg, Image: spider, Predicted Class: beetle
File name: cow 1314.jpeg, Image: cow, Predicted Class: tractor
File name: dog 3144.jpeg, Image: dog, Predicted Class: boy
File name: horse 2455.jpeg, Image: horse, Predicted Class: motorcycle
File name: chicken 1806.jpeg, Image: chicken, Predicted Class: motorcycle
File name: horse 2229.jpeg, Image: horse, Predicted Class: motorcycle
File name: dog 1204.jpeg, Image: dog, Predicted Class: tiger
File name: spider 769.jpeg, Image: spider, Predicted Class: bee
File name: elephant 116.jpeg, Image: elephant, Predicted Class: palm_tree
File name: sheep 1647.jpg, Image: sheep, Predicted Class: pickup_truck
File name: spider 2842.jpeg, Image: spider, Predicted Class: spider
File name: horse 1989.jpeg, Image: horse, Predicted Class: bee
File name: squirrel 1613.jpeg, Image: squirrel, Predicted Class: forest
File name: dog 3663.jpeg, Image: dog, Predicted Class: motorcycle
File name: chicken 2583.jpeg, Image: chicken, Predicted Class: leopard
File name: elephant 1186.jpg, Image: elephant, Predicted Class: bee
File name: squirrel 744.jpeg, Image: squirrel, Predicted Class: beetle
File name: squirrel 696.jpeg, Image: squirrel, Predicted Class: butterfly
File name: sheep 319.jpeg, Image: sheep, Predicted Class: dinosaur
File name: horse 1017.jpeg, Image: horse, Predicted Class: bicycle
File name: cow 1746.jpeg, Image: cow, Predicted Class: dinosaur
File name: horse 1213.jpeg, Image: horse, Predicted Class: motorcycle
File name: chicken 153.jpeg, Image: chicken, Predicted Class: butterfly
File name: butterfly 15.png, Image: butterfly, Predicted Class: butterfly
File name: dog 1741.jpeg, Image: dog, Predicted Class: lawn_mower
File name: chicken 2834.jpeg, Image: chicken, Predicted Class: motorcycle
File name: chicken 1534.jpeg, Image: chicken, Predicted Class: beetle
File name: spider 1528.jpeg, Image: spider, Predicted Class: caterpillar
File name: spider 3142.jpeg, Image: spider, Predicted Class: beetle
File name: chicken 1540.jpeg, Image: chicken, Predicted Class: snake
File name: spider 2720.jpeg, Image: spider, Predicted Class: keyboard
File name: horse 727.jpeg, Image: horse, Predicted Class: motorcycle
File name: butterfly 722.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: spider 4737.jpg, Image: spider, Predicted Class: forest
File name: cat 1521.jpeg, Image: cat, Predicted Class: motorcycle
File name: cat 1114.jpeg, Image: cat, Predicted Class: skunk
File name: elephant 1373.jpg, Image: elephant, Predicted Class: butterfly
File name: cow 780.jpeg, Image: cow, Predicted Class: cattle
File name: horse 1590.jpeg, Image: horse, Predicted Class: motorcycle
File name: spider 2564.jpeg, Image: spider, Predicted Class: snake
File name: elephant 134.jpeg, Image: elephant, Predicted Class: skunk
File name: spider 2067.jpeg, Image: spider, Predicted Class: lawn_mower
File name: butterfly 1544.jpeg, Image: butterfly, Predicted Class: motorcycle
File name: butterfly 923.jpeg, Image: butterfly, Predicted Class: worm
File name: cat 1498.jpeg, Image: cat, Predicted Class: raccoon
File name: spider 2771.jpeg, Image: spider, Predicted Class: bee
File name: sheep 1658.jpg, Image: sheep, Predicted Class: dinosaur
File name: squirrel 1607.jpeg, Image: squirrel, Predicted Class: wolf
File name: spider 2362.jpeg, Image: spider, Predicted Class: bicycle
File name: chicken 1499.jpeg, Image: chicken, Predicted Class: bee
File name: sheep 1380.jpeg, Image: sheep, Predicted Class: crab
File name: cow 898.jpeg, Image: cow, Predicted Class: motorcycle
File name: dog 3085.jpeg, Image: dog, Predicted Class: tiger
File name: elephant 1213.jpg, Image: elephant, Predicted Class: dinosaur
File name: spider 914.jpeg, Image: spider, Predicted Class: beetle
File name: horse 68.jpeg, Image: horse, Predicted Class: motorcycle
File name: cow 1670.jpeg, Image: cow, Predicted Class: bicycle
File name: horse 361.jpeg, Image: horse, Predicted Class: dinosaur
File name: spider 1231.jpeg, Image: spider, Predicted Class: motorcycle
File name: spider 1419.jpeg, Image: spider, Predicted Class: lobster
File name: cow 856.jpeg, Image: cow, Predicted Class: motorcycle
File name: dog 867.jpeg, Image: dog, Predicted Class: possum
File name: dog 311.jpeg, Image: dog, Predicted Class: orchid
File name: cow 737.jpeg, Image: cow, Predicted Class: butterfly
File name: butterfly 1332.jpeg, Image: butterfly, Predicted Class: beetle
File name: squirrel 1485.jpeg, Image: squirrel, Predicted Class: bee
File name: elephant 883.jpeg, Image: elephant, Predicted Class: dinosaur
File name: squirrel 1476.jpeg, Image: squirrel, Predicted Class: tiger
File name: elephant 1077.jpeg, Image: elephant, Predicted Class: snake
File name: dog 1705.jpeg, Image: dog, Predicted Class: leopard
File name: dog 2276.jpeg, Image: dog, Predicted Class: cattle
File name: spider 191.jpeg, Image: spider, Predicted Class: beetle
File name: horse 2258.jpeg, Image: horse, Predicted Class: cattle
File name: horse 2560.jpeg, Image: horse, Predicted Class: butterfly
File name: cow 1408.jpeg, Image: cow, Predicted Class: mouse
File name: cat 1017.jpeg, Image: cat, Predicted Class: crab
File name: dog 695.jpeg, Image: dog, Predicted Class: tractor
File name: spider 1543.jpeg, Image: spider, Predicted Class: bee
File name: dog 4420.jpeg, Image: dog, Predicted Class: tractor
File name: spider 3221.jpeg, Image: spider, Predicted Class: skunk
File name: spider 3285.jpeg, Image: spider, Predicted Class: bee
File name: elephant 100.jpeg, Image: elephant, Predicted Class: motorcycle
File name: dog 2236.jpeg, Image: dog, Predicted Class: butterfly
File name: cat 382.jpg, Image: cat, Predicted Class: motorcycle
File name: horse 821.jpeg, Image: horse, Predicted Class: cattle
File name: chicken 556.jpeg, Image: chicken, Predicted Class: tiger
File name: spider 2573.jpeg, Image: spider, Predicted Class: bicycle
File name: dog 595.jpeg, Image: dog, Predicted Class: streetcar
File name: sheep 1332.jpeg, Image: sheep, Predicted Class: bicycle
File name: dog 3389.jpeg, Image: dog, Predicted Class: motorcycle
File name: spider 4067.jpeg, Image: spider, Predicted Class: butterfly
File name: dog 3100.jpeg, Image: dog, Predicted Class: snake
File name: elephant 584.jpeg, Image: elephant, Predicted Class: house
File name: horse 1093.jpeg, Image: horse, Predicted Class: elephant
